chr	from.id	from.coord	to.id	to.coord	tag	size
chr2	2125	106200000	2134	106700000	domain	500000
chr2	2135	106700000	2145	107250000	domain	550000
chr2	2146	107250000	2176	108800000	domain	1550000
chr2	2177	108800000	2188	109400000	domain	600000
chr2	2189	109400000	2195	109750000	domain	350000
chr2	2196	109750000	2203	110150000	domain	400000
chr2	2204	110150000	2205	110250000	gap	100000
chr2	2206	110250000	2211	110550000	domain	300000
chr2	2212	110550000	2216	110800000	gap	250000
chr2	2217	110800000	2220	111000000	domain	200000
chr2	2221	111000000	2227	111350000	gap	350000
chr2	2228	111350000	2229	111450000	domain	100000
chr2	2230	111450000	2237	111850000	domain	400000
chr2	2238	111850000	2244	112200000	domain	350000
chr2	2245	112200000	2250	112500000	domain	300000
chr2	2251	112500000	2257	112850000	domain	350000
chr2	2258	112850000	2267	113350000	domain	500000
chr2	2268	113350000	2270	113500000	domain	150000
chr2	2271	113500000	2275	113750000	domain	250000
chr2	2276	113750000	2284	114200000	domain	450000
chr2	2285	114200000	2295	114750000	domain	550000
chr2	2296	114750000	2371	118550000	domain	3800000
chr2	2372	118550000	2376	118800000	domain	250000
chr2	2377	118800000	2393	119650000	domain	850000
chr2	2394	119650000	2403	120150000	domain	500000
chr2	2404	120150000	2408	120400000	domain	250000
chr2	2409	120400000	2419	120950000	domain	550000
chr2	2420	120950000	2429	121450000	domain	500000
chr2	2430	121450000	2437	121850000	domain	400000
chr2	2438	121850000	2442	122100000	domain	250000
chr2	2443	122100000	2451	122550000	domain	450000
chr2	2452	122550000	2551	127550000	domain	5000000
chr2	2552	127550000	2555	127750000	domain	200000
chr2	2556	127750000	2561	128050000	domain	300000
chr2	2562	128050000	2565	128250000	domain	200000
chr2	2566	128250000	2573	128650000	domain	400000
chr2	2574	128650000	2578	128900000	boundary	250000
chr2	2579	128900000	2581	129050000	boundary	150000
chr2	2582	129050000	2591	129550000	domain	500000
chr2	2592	129550000	2614	130700000	domain	1150000
chr2	2615	130700000	2626	131300000	domain	600000
chr2	2627	131300000	2635	131750000	domain	450000
chr2	2636	131750000	2660	133000000	domain	1250000
chr2	2661	133000000	2666	133300000	domain	300000
chr2	2667	133300000	2668	133400000	boundary	100000
chr2	2669	133400000	2679	133950000	domain	550000
chr2	2680	133950000	2686	134300000	domain	350000
chr2	2687	134300000	2692	134600000	domain	300000
chr2	2693	134600000	2704	135200000	domain	600000
chr2	2705	135200000	2714	135700000	domain	500000
chr2	2715	135700000	2730	136500000	domain	800000
chr2	2731	136500000	2733	136650000	boundary	150000
chr2	2734	136650000	2744	137200000	domain	550000
chr2	2745	137200000	2772	138600000	domain	1400000
chr2	2773	138600000	2792	139600000	domain	1000000
chr2	2793	139600000	2868	143400000	domain	3800000
chr2	2869	143400000	2875	143750000	domain	350000
chr2	2876	143750000	2881	144050000	domain	300000
chr2	2882	144050000	2906	145300000	domain	1250000
chr2	2907	145300000	2931	146550000	domain	1250000
chr2	2932	146550000	2949	147450000	domain	900000
chr2	2950	147450000	2974	148700000	domain	1250000
chr2	2975	148700000	2986	149300000	domain	600000
chr2	2987	149300000	2997	149850000	domain	550000
chr2	2998	149850000	3009	150450000	domain	600000
chr2	3010	150450000	3026	151300000	domain	850000
chr2	3027	151300000	3042	152100000	domain	800000
chr2	3043	152100000	3047	152350000	domain	250000
chr2	3048	152350000	3057	152850000	domain	500000
chr2	3058	152850000	3072	153600000	domain	750000
chr2	3073	153600000	3143	157150000	domain	3550000
chr2	3144	157150000	3149	157450000	domain	300000
chr2	3150	157450000	3164	158200000	domain	750000
chr2	3165	158200000	3170	158500000	domain	300000
chr2	3171	158500000	3178	158900000	domain	400000
chr2	3179	158900000	3185	159250000	domain	350000
chr2	3186	159250000	3194	159700000	domain	450000
chr2	3195	159700000	3202	160100000	domain	400000
chr2	3203	160100000	3213	160650000	domain	550000
chr2	3214	160650000	3219	160950000	domain	300000
chr2	3220	160950000	3222	161100000	domain	150000
chr2	3223	161100000	3237	161850000	domain	750000
chr2	3238	161850000	3243	162150000	boundary	300000
chr2	3244	162150000	3246	162300000	boundary	150000
chr2	3247	162300000	3256	162800000	domain	500000
chr2	3257	162800000	3264	163200000	domain	400000
chr2	3265	163200000	3280	164000000	domain	800000
chr2	3281	164000000	3308	165400000	domain	1400000
chr2	3309	165400000	3324	166200000	domain	800000
chr2	3325	166200000	3335	166750000	domain	550000
chr2	3336	166750000	3340	167000000	domain	250000
chr2	3341	167000000	3347	167350000	domain	350000
chr2	3348	167350000	3363	168150000	domain	800000
chr2	3364	168150000	3376	168800000	domain	650000
chr2	3377	168800000	3383	169150000	domain	350000
chr2	3384	169150000	3392	169600000	domain	450000
chr2	3393	169600000	3396	169800000	domain	200000
chr2	3397	169800000	3406	170300000	domain	500000
chr2	3407	170300000	3416	170800000	domain	500000
chr2	3417	170800000	3424	171200000	domain	400000
chr2	3425	171200000	3435	171750000	domain	550000
chr2	3436	171750000	3448	172400000	domain	650000
chr2	3449	172400000	3460	173000000	domain	600000
chr2	3461	173000000	3467	173350000	domain	350000
chr2	3468	173350000	3473	173650000	domain	300000
chr2	3474	173650000	3483	174150000	domain	500000
chr2	3484	174150000	3485	174250000	boundary	100000
chr2	3486	174250000	3495	174750000	domain	500000
chr2	3496	174750000	3505	175250000	domain	500000
chr2	3506	175250000	3511	175550000	domain	300000
chr2	3512	175550000	3518	175900000	domain	350000
chr2	3519	175900000	3524	176200000	domain	300000
chr2	3525	176200000	3531	176550000	domain	350000
chr2	3532	176550000	3539	176950000	domain	400000
chr2	3540	176950000	3551	177550000	domain	600000
chr2	3552	177550000	3560	178000000	domain	450000
chr2	3561	178000000	3566	178300000	domain	300000
chr2	3567	178300000	3573	178650000	domain	350000
chr2	3574	178650000	3579	178950000	domain	300000
chr2	3580	178950000	3590	179500000	domain	550000
chr2	3591	179500000	3599	179950000	domain	450000
chr2	3600	179950000	3613	180650000	domain	700000
chr2	3614	180650000	3619	180950000	domain	300000
chr2	3620	180950000	3639	181950000	domain	1000000
chr2	3640	181950000	3652	182600000	domain	650000
chr2	3653	182600000	3660	183000000	domain	400000
chr2	3661	183000000	3671	183550000	domain	550000
chr2	3672	183550000	3682	184100000	domain	550000
chr2	3683	184100000	3709	185450000	domain	1350000
chr2	3710	185450000	3747	187350000	domain	1900000
chr2	3748	187350000	3754	187700000	domain	350000
chr2	3755	187700000	3767	188350000	domain	650000
chr2	3768	188350000	3788	189400000	domain	1050000
chr2	3789	189400000	3797	189850000	domain	450000
chr2	3798	189850000	3806	190300000	domain	450000
chr2	3807	190300000	3812	190600000	domain	300000
chr2	3813	190600000	3819	190950000	domain	350000
chr2	3820	190950000	3833	191650000	domain	700000
chr2	3834	191650000	3838	191900000	domain	250000
chr2	3839	191900000	3848	192400000	domain	500000
chr2	3849	192400000	3854	192700000	domain	300000
chr2	3855	192700000	3861	193050000	domain	350000
chr2	3862	193050000	3923	196150000	domain	3100000
chr2	3924	196150000	3931	196550000	domain	400000
chr2	3932	196550000	3938	196900000	domain	350000
chr2	3939	196900000	3944	197200000	domain	300000
chr2	3945	197200000	3953	197650000	domain	450000
chr2	3954	197650000	3965	198250000	domain	600000
chr2	3966	198250000	3973	198650000	domain	400000
chr2	3974	198650000	3984	199200000	domain	550000
chr2	3985	199200000	4007	200350000	domain	1150000
chr2	4008	200350000	4016	200800000	domain	450000
chr2	4017	200800000	4027	201350000	domain	550000
chr2	4028	201350000	4035	201750000	domain	400000
chr2	4036	201750000	4042	202100000	domain	350000
chr2	4043	202100000	4052	202600000	domain	500000
chr2	4053	202600000	4062	203100000	domain	500000
chr2	4063	203100000	4069	203450000	domain	350000
chr2	4070	203450000	4075	203750000	domain	300000
chr2	4076	203750000	4081	204050000	domain	300000
chr2	4082	204050000	4087	204350000	domain	300000
chr2	4088	204350000	4096	204800000	domain	450000
chr2	4097	204800000	4103	205150000	domain	350000
chr2	4104	205150000	4112	205600000	domain	450000
chr2	4113	205600000	4131	206550000	domain	950000
chr2	4132	206550000	4137	206850000	domain	300000
chr2	4138	206850000	4140	207000000	boundary	150000
chr2	4141	207000000	4151	207550000	domain	550000
chr2	4152	207550000	4157	207850000	domain	300000
chr2	4158	207850000	4167	208350000	domain	500000
chr2	4168	208350000	4172	208600000	domain	250000
chr2	4173	208600000	4185	209250000	domain	650000
chr2	4186	209250000	4203	210150000	domain	900000
chr2	4204	210150000	4211	210550000	domain	400000
chr2	4212	210550000	4216	210800000	domain	250000
chr2	4217	210800000	4226	211300000	domain	500000
chr2	4227	211300000	4269	213450000	domain	2150000
chr2	4270	213450000	4282	214100000	domain	650000
chr2	4283	214100000	4293	214650000	domain	550000
chr2	4294	214650000	4323	216150000	domain	1500000
chr2	4324	216150000	4336	216800000	domain	650000
chr2	4337	216800000	4347	217350000	domain	550000
chr2	4348	217350000	4351	217550000	domain	200000
chr2	4352	217550000	4360	218000000	domain	450000
chr2	4361	218000000	4368	218400000	domain	400000
chr2	4369	218400000	4373	218650000	domain	250000
chr2	4374	218650000	4379	218950000	domain	300000
chr2	4380	218950000	4381	219050000	boundary	100000
chr2	4382	219050000	4385	219250000	domain	200000
chr2	4386	219250000	4391	219550000	boundary	300000
chr2	4392	219550000	4395	219750000	domain	200000
chr2	4396	219750000	4401	220050000	domain	300000
chr2	4402	220050000	4405	220250000	domain	200000
chr2	4406	220250000	4412	220600000	boundary	350000
chr2	4413	220600000	4431	221550000	domain	950000
chr2	4432	221550000	4449	222450000	domain	900000
chr2	4450	222450000	4457	222850000	domain	400000
chr2	4458	222850000	4470	223500000	domain	650000
chr2	4471	223500000	4476	223800000	domain	300000
chr2	4477	223800000	4497	224850000	domain	1050000
chr2	4498	224850000	4504	225200000	domain	350000
chr2	4505	225200000	4513	225650000	domain	450000
chr2	4514	225650000	4520	226000000	domain	350000
chr2	4521	226000000	4530	226500000	domain	500000
chr2	4531	226500000	4553	227650000	domain	1150000
chr2	4554	227650000	4558	227900000	domain	250000
chr2	4559	227900000	4563	228150000	domain	250000
chr2	4564	228150000	4576	228800000	domain	650000
chr2	4577	228800000	4612	230600000	domain	1800000
chr2	4613	230600000	4630	231500000	domain	900000
chr2	4631	231500000	4634	231700000	domain	200000
chr2	4635	231700000	4638	231900000	domain	200000
chr2	4639	231900000	4647	232350000	domain	450000
chr2	4648	232350000	4649	232450000	boundary	100000
chr2	4650	232450000	4654	232700000	domain	250000
chr2	4655	232700000	4664	233200000	domain	500000
chr2	4665	233200000	4668	233400000	boundary	200000
chr2	4669	233400000	4674	233700000	domain	300000
chr2	4675	233700000	4683	234150000	domain	450000
chr2	4684	234150000	4696	234800000	domain	650000
chr2	4697	234800000	4709	235450000	domain	650000
chr2	4710	235450000	4721	236050000	domain	600000
chr2	4722	236050000	4730	236500000	domain	450000
chr2	4731	236500000	4734	236700000	domain	200000
chr2	4735	236700000	4743	237150000	domain	450000
chr2	4744	237150000	4760	238000000	domain	850000
chr2	4761	238000000	4766	238300000	domain	300000
chr2	4767	238300000	4768	238400000	boundary	100000
chr2	4769	238400000	4774	238700000	domain	300000
chr2	4775	238700000	4784	239200000	domain	500000
chr2	4785	239200000	4795	239750000	domain	550000
chr2	4796	239750000	4799	239950000	domain	200000
chr2	4800	239950000	4807	240350000	domain	400000
chr2	4808	240350000	4819	240950000	domain	600000
chr2	4820	240950000	4822	241100000	boundary	150000
chr2	4823	241100000	4828	241400000	domain	300000
chr2	4829	241400000	4835	241750000	domain	350000
chr2	4836	241750000	4843	242150000	domain	400000
chr2	4844	242150000	4852	242600000	domain	450000
chr2	4853	242600000	4857	242850000	boundary	250000
chr2	4858	242850000	4862	243100000	domain	250000
chr2	4863	243100000	4864	243200000	gap	100000
