chr	from.id	from.coord	to.id	to.coord	tag	size
chr2	1375	68700000	1384	69200000	domain	500000
chr2	1385	69200000	1391	69550000	domain	350000
chr2	1392	69550000	1402	70100000	domain	550000
chr2	1403	70100000	1411	70550000	domain	450000
chr2	1412	70550000	1417	70850000	domain	300000
chr2	1418	70850000	1425	71250000	domain	400000
chr2	1426	71250000	1427	71350000	boundary	100000
chr2	1428	71350000	1435	71750000	domain	400000
chr2	1436	71750000	1441	72050000	domain	300000
chr2	1442	72050000	1448	72400000	domain	350000
chr2	1449	72400000	1457	72850000	domain	450000
chr2	1458	72850000	1460	73000000	boundary	150000
chr2	1461	73000000	1462	73100000	boundary	100000
chr2	1463	73100000	1470	73500000	domain	400000
chr2	1471	73500000	1477	73850000	domain	350000
chr2	1478	73850000	1489	74450000	domain	600000
chr2	1490	74450000	1497	74850000	domain	400000
chr2	1498	74850000	1517	75850000	domain	1000000
chr2	1518	75850000	1567	78350000	domain	2500000
chr2	1568	78350000	1577	78850000	domain	500000
chr2	1578	78850000	1584	79200000	domain	350000
chr2	1585	79200000	1603	80150000	domain	950000
chr2	1604	80150000	1616	80800000	domain	650000
chr2	1617	80800000	1632	81600000	domain	800000
chr2	1633	81600000	1680	84000000	domain	2400000
chr2	1681	84000000	1692	84600000	domain	600000
chr2	1693	84600000	1703	85150000	domain	550000
chr2	1704	85150000	1711	85550000	domain	400000
chr2	1712	85550000	1717	85850000	domain	300000
chr2	1718	85850000	1721	86050000	boundary	200000
chr2	1722	86050000	1727	86350000	domain	300000
chr2	1728	86350000	1732	86600000	domain	250000
chr2	1733	86600000	1740	87000000	domain	400000
chr2	1741	87000000	1748	87400000	domain	400000
chr2	1749	87400000	1769	88450000	domain	1050000
chr2	1770	88450000	1776	88800000	domain	350000
chr2	1777	88800000	1780	89000000	domain	200000
chr2	1781	89000000	1782	89100000	boundary	100000
chr2	1783	89100000	1791	89550000	domain	450000
chr2	1792	89550000	1792	89600000	domain	50000
chr2	1793	89600000	1796	89800000	gap	200000
chr2	1797	89800000	1810	90500000	domain	700000
chr2	1811	90500000	1832	91600000	gap	1100000
chr2	1833	91600000	1847	92350000	domain	750000
chr2	1848	92350000	1906	95300000	gap	2950000
chr2	1907	95300000	1912	95600000	domain	300000
chr2	1913	95600000	1920	96000000	domain	400000
chr2	1921	96000000	1922	96100000	boundary	100000
chr2	1923	96100000	1929	96450000	domain	350000
chr2	1930	96450000	1933	96650000	boundary	200000
chr2	1934	96650000	1944	97200000	domain	550000
chr2	1945	97200000	1950	97500000	domain	300000
chr2	1951	97500000	1958	97900000	domain	400000
chr2	1959	97900000	1960	98000000	gap	100000
chr2	1961	98000000	1968	98400000	domain	400000
chr2	1969	98400000	1980	99000000	domain	600000
chr2	1981	99000000	1985	99250000	domain	250000
chr2	1986	99250000	2003	100150000	domain	900000
chr2	2004	100150000	2017	100850000	domain	700000
chr2	2018	100850000	2021	101050000	domain	200000
chr2	2022	101050000	2024	101200000	domain	150000
chr2	2025	101200000	2032	101600000	domain	400000
chr2	2033	101600000	2040	102000000	domain	400000
chr2	2041	102000000	2050	102500000	domain	500000
chr2	2051	102500000	2062	103100000	domain	600000
chr2	2063	103100000	2069	103450000	domain	350000
chr2	2070	103450000	2078	103900000	domain	450000
chr2	2079	103900000	2086	104300000	domain	400000
chr2	2087	104300000	2110	105500000	domain	1200000
chr2	2111	105500000	2118	105900000	domain	400000
chr2	2119	105900000	2123	106150000	domain	250000
chr2	2124	106150000	2134	106700000	domain	550000
chr2	2135	106700000	2144	107200000	domain	500000
chr2	2145	107200000	2163	108150000	domain	950000
chr2	2164	108150000	2170	108500000	domain	350000
chr2	2171	108500000	2177	108850000	domain	350000
chr2	2178	108850000	2187	109350000	domain	500000
chr2	2188	109350000	2203	110150000	domain	800000
chr2	2204	110150000	2205	110250000	gap	100000
chr2	2206	110250000	2210	110500000	domain	250000
chr2	2211	110500000	2227	111350000	gap	850000
chr2	2228	111350000	2237	111850000	domain	500000
chr2	2238	111850000	2250	112500000	domain	650000
chr2	2251	112500000	2258	112900000	domain	400000
chr2	2259	112900000	2267	113350000	domain	450000
chr2	2268	113350000	2274	113700000	domain	350000
chr2	2275	113700000	2284	114200000	domain	500000
chr2	2285	114200000	2295	114750000	domain	550000
chr2	2296	114750000	2371	118550000	domain	3800000
chr2	2372	118550000	2376	118800000	domain	250000
chr2	2377	118800000	2386	119300000	domain	500000
chr2	2387	119300000	2393	119650000	domain	350000
chr2	2394	119650000	2399	119950000	domain	300000
chr2	2400	119950000	2401	120050000	domain	100000
chr2	2402	120050000	2405	120250000	domain	200000
chr2	2406	120250000	2409	120450000	domain	200000
chr2	2410	120450000	2419	120950000	domain	500000
chr2	2420	120950000	2422	121100000	domain	150000
chr2	2423	121100000	2429	121450000	domain	350000
chr2	2430	121450000	2437	121850000	domain	400000
chr2	2438	121850000	2443	122150000	domain	300000
chr2	2444	122150000	2451	122550000	domain	400000
chr2	2452	122550000	2495	124750000	domain	2200000
chr2	2496	124750000	2551	127550000	domain	2800000
chr2	2552	127550000	2556	127800000	domain	250000
chr2	2557	127800000	2566	128300000	domain	500000
chr2	2567	128300000	2569	128450000	boundary	150000
chr2	2570	128450000	2572	128600000	boundary	150000
chr2	2573	128600000	2576	128800000	domain	200000
chr2	2577	128800000	2579	128950000	domain	150000
chr2	2580	128950000	2590	129500000	domain	550000
chr2	2591	129500000	2617	130850000	domain	1350000
chr2	2618	130850000	2624	131200000	domain	350000
chr2	2625	131200000	2626	131300000	gap	100000
chr2	2627	131300000	2629	131450000	domain	150000
chr2	2630	131450000	2640	132000000	domain	550000
chr2	2641	132000000	2652	132600000	domain	600000
chr2	2653	132600000	2660	133000000	domain	400000
chr2	2661	133000000	2666	133300000	domain	300000
chr2	2667	133300000	2692	134600000	domain	1300000
chr2	2693	134600000	2704	135200000	domain	600000
chr2	2705	135200000	2714	135700000	domain	500000
chr2	2715	135700000	2730	136500000	domain	800000
chr2	2731	136500000	2732	136600000	boundary	100000
chr2	2733	136600000	2743	137150000	domain	550000
chr2	2744	137150000	2772	138600000	domain	1450000
chr2	2773	138600000	2792	139600000	domain	1000000
chr2	2793	139600000	2876	143800000	domain	4200000
chr2	2877	143800000	2886	144300000	domain	500000
chr2	2887	144300000	2904	145200000	domain	900000
chr2	2905	145200000	2949	147450000	domain	2250000
chr2	2950	147450000	2974	148700000	domain	1250000
chr2	2975	148700000	2987	149350000	domain	650000
chr2	2988	149350000	2998	149900000	domain	550000
chr2	2999	149900000	3009	150450000	domain	550000
chr2	3010	150450000	3042	152100000	domain	1650000
chr2	3043	152100000	3047	152350000	domain	250000
chr2	3048	152350000	3049	152450000	boundary	100000
chr2	3050	152450000	3058	152900000	domain	450000
chr2	3059	152900000	3072	153600000	domain	700000
chr2	3073	153600000	3124	156200000	domain	2600000
chr2	3125	156200000	3149	157450000	domain	1250000
chr2	3150	157450000	3163	158150000	domain	700000
chr2	3164	158150000	3172	158600000	domain	450000
chr2	3173	158600000	3178	158900000	domain	300000
chr2	3179	158900000	3193	159650000	domain	750000
chr2	3194	159650000	3201	160050000	domain	400000
chr2	3202	160050000	3213	160650000	domain	600000
chr2	3214	160650000	3237	161850000	domain	1200000
chr2	3238	161850000	3246	162300000	domain	450000
chr2	3247	162300000	3260	163000000	domain	700000
chr2	3261	163000000	3264	163200000	domain	200000
chr2	3265	163200000	3280	164000000	domain	800000
chr2	3281	164000000	3311	165550000	domain	1550000
chr2	3312	165550000	3317	165850000	domain	300000
chr2	3318	165850000	3340	167000000	domain	1150000
chr2	3341	167000000	3347	167350000	domain	350000
chr2	3348	167350000	3372	168600000	domain	1250000
chr2	3373	168600000	3380	169000000	domain	400000
chr2	3381	169000000	3392	169600000	domain	600000
chr2	3393	169600000	3396	169800000	domain	200000
chr2	3397	169800000	3406	170300000	domain	500000
chr2	3407	170300000	3416	170800000	domain	500000
chr2	3417	170800000	3422	171100000	domain	300000
chr2	3423	171100000	3425	171250000	boundary	150000
chr2	3426	171250000	3436	171800000	domain	550000
chr2	3437	171800000	3448	172400000	domain	600000
chr2	3449	172400000	3460	173000000	domain	600000
chr2	3461	173000000	3467	173350000	domain	350000
chr2	3468	173350000	3472	173600000	domain	250000
chr2	3473	173600000	3477	173850000	domain	250000
chr2	3478	173850000	3485	174250000	domain	400000
chr2	3486	174250000	3499	174950000	domain	700000
chr2	3500	174950000	3505	175250000	domain	300000
chr2	3506	175250000	3511	175550000	domain	300000
chr2	3512	175550000	3518	175900000	domain	350000
chr2	3519	175900000	3524	176200000	domain	300000
chr2	3525	176200000	3531	176550000	domain	350000
chr2	3532	176550000	3540	177000000	domain	450000
chr2	3541	177000000	3551	177550000	domain	550000
chr2	3552	177550000	3560	178000000	domain	450000
chr2	3561	178000000	3566	178300000	domain	300000
chr2	3567	178300000	3573	178650000	domain	350000
chr2	3574	178650000	3579	178950000	domain	300000
chr2	3580	178950000	3587	179350000	domain	400000
chr2	3588	179350000	3591	179550000	boundary	200000
chr2	3592	179550000	3612	180600000	domain	1050000
chr2	3613	180600000	3619	180950000	domain	350000
chr2	3620	180950000	3639	181950000	domain	1000000
chr2	3640	181950000	3651	182550000	domain	600000
chr2	3652	182550000	3658	182900000	domain	350000
chr2	3659	182900000	3671	183550000	domain	650000
chr2	3672	183550000	3677	183850000	domain	300000
chr2	3678	183850000	3682	184100000	domain	250000
chr2	3683	184100000	3747	187350000	domain	3250000
chr2	3748	187350000	3754	187700000	domain	350000
chr2	3755	187700000	3766	188300000	domain	600000
chr2	3767	188300000	3774	188700000	domain	400000
chr2	3775	188700000	3788	189400000	domain	700000
chr2	3789	189400000	3799	189950000	domain	550000
chr2	3800	189950000	3806	190300000	domain	350000
chr2	3807	190300000	3819	190950000	domain	650000
chr2	3820	190950000	3831	191550000	domain	600000
chr2	3832	191550000	3833	191650000	boundary	100000
chr2	3834	191650000	3838	191900000	domain	250000
chr2	3839	191900000	3848	192400000	domain	500000
chr2	3849	192400000	3854	192700000	domain	300000
chr2	3855	192700000	3861	193050000	domain	350000
chr2	3862	193050000	3923	196150000	domain	3100000
chr2	3924	196150000	3931	196550000	domain	400000
chr2	3932	196550000	3939	196950000	domain	400000
chr2	3940	196950000	3947	197350000	domain	400000
chr2	3948	197350000	3954	197700000	domain	350000
chr2	3955	197700000	3965	198250000	domain	550000
chr2	3966	198250000	3973	198650000	domain	400000
chr2	3974	198650000	3984	199200000	domain	550000
chr2	3985	199200000	4001	200050000	domain	850000
chr2	4002	200050000	4007	200350000	domain	300000
chr2	4008	200350000	4017	200850000	domain	500000
chr2	4018	200850000	4027	201350000	domain	500000
chr2	4028	201350000	4035	201750000	domain	400000
chr2	4036	201750000	4042	202100000	domain	350000
chr2	4043	202100000	4053	202650000	domain	550000
chr2	4054	202650000	4062	203100000	domain	450000
chr2	4063	203100000	4069	203450000	domain	350000
chr2	4070	203450000	4074	203700000	domain	250000
chr2	4075	203700000	4081	204050000	domain	350000
chr2	4082	204050000	4087	204350000	domain	300000
chr2	4088	204350000	4103	205150000	domain	800000
chr2	4104	205150000	4115	205750000	domain	600000
chr2	4116	205750000	4123	206150000	domain	400000
chr2	4124	206150000	4131	206550000	domain	400000
chr2	4132	206550000	4136	206800000	domain	250000
chr2	4137	206800000	4143	207150000	domain	350000
chr2	4144	207150000	4148	207400000	domain	250000
chr2	4149	207400000	4167	208350000	domain	950000
chr2	4168	208350000	4172	208600000	domain	250000
chr2	4173	208600000	4179	208950000	domain	350000
chr2	4180	208950000	4185	209250000	domain	300000
chr2	4186	209250000	4201	210050000	domain	800000
chr2	4202	210050000	4216	210800000	domain	750000
chr2	4217	210800000	4222	211100000	domain	300000
chr2	4223	211100000	4270	213500000	domain	2400000
chr2	4271	213500000	4282	214100000	domain	600000
chr2	4283	214100000	4309	215450000	domain	1350000
chr2	4310	215450000	4317	215850000	domain	400000
chr2	4318	215850000	4322	216100000	domain	250000
chr2	4323	216100000	4326	216300000	domain	200000
chr2	4327	216300000	4336	216800000	domain	500000
chr2	4337	216800000	4348	217400000	domain	600000
chr2	4349	217400000	4351	217550000	domain	150000
chr2	4352	217550000	4361	218050000	domain	500000
chr2	4362	218050000	4372	218600000	domain	550000
chr2	4373	218600000	4381	219050000	domain	450000
chr2	4382	219050000	4390	219500000	domain	450000
chr2	4391	219500000	4394	219700000	domain	200000
chr2	4395	219700000	4400	220000000	domain	300000
chr2	4401	220000000	4405	220250000	domain	250000
chr2	4406	220250000	4412	220600000	domain	350000
chr2	4413	220600000	4449	222450000	domain	1850000
chr2	4450	222450000	4457	222850000	domain	400000
chr2	4458	222850000	4470	223500000	domain	650000
chr2	4471	223500000	4476	223800000	domain	300000
chr2	4477	223800000	4488	224400000	domain	600000
chr2	4489	224400000	4497	224850000	domain	450000
chr2	4498	224850000	4504	225200000	domain	350000
chr2	4505	225200000	4511	225550000	domain	350000
chr2	4512	225550000	4519	225950000	domain	400000
chr2	4520	225950000	4531	226550000	domain	600000
chr2	4532	226550000	4559	227950000	domain	1400000
chr2	4560	227950000	4575	228750000	domain	800000
chr2	4576	228750000	4612	230600000	domain	1850000
chr2	4613	230600000	4630	231500000	domain	900000
chr2	4631	231500000	4634	231700000	domain	200000
chr2	4635	231700000	4639	231950000	domain	250000
chr2	4640	231950000	4647	232350000	domain	400000
chr2	4648	232350000	4654	232700000	domain	350000
chr2	4655	232700000	4664	233200000	domain	500000
chr2	4665	233200000	4666	233300000	boundary	100000
chr2	4667	233300000	4668	233400000	boundary	100000
chr2	4669	233400000	4674	233700000	domain	300000
chr2	4675	233700000	4684	234200000	domain	500000
chr2	4685	234200000	4686	234300000	boundary	100000
chr2	4687	234300000	4695	234750000	domain	450000
chr2	4696	234750000	4709	235450000	domain	700000
chr2	4710	235450000	4721	236050000	domain	600000
chr2	4722	236050000	4734	236700000	domain	650000
chr2	4735	236700000	4743	237150000	domain	450000
chr2	4744	237150000	4760	238000000	domain	850000
chr2	4761	238000000	4768	238400000	domain	400000
chr2	4769	238400000	4770	238500000	boundary	100000
chr2	4771	238500000	4775	238750000	domain	250000
chr2	4776	238750000	4781	239050000	domain	300000
chr2	4782	239050000	4784	239200000	boundary	150000
chr2	4785	239200000	4796	239800000	domain	600000
chr2	4797	239800000	4799	239950000	boundary	150000
chr2	4800	239950000	4808	240400000	domain	450000
chr2	4809	240400000	4819	240950000	domain	550000
chr2	4820	240950000	4822	241100000	boundary	150000
chr2	4823	241100000	4828	241400000	domain	300000
chr2	4829	241400000	4835	241750000	domain	350000
chr2	4836	241750000	4843	242150000	domain	400000
chr2	4844	242150000	4846	242300000	boundary	150000
chr2	4847	242300000	4851	242550000	domain	250000
chr2	4852	242550000	4857	242850000	domain	300000
chr2	4858	242850000	4862	243100000	domain	250000
chr2	4863	243100000	4864	243200000	gap	100000
