chr	from.id	from.coord	to.id	to.coord	tag	size
chr2	628	31350000	641	32050000	domain	700000
chr2	642	32050000	655	32750000	domain	700000
chr2	656	32750000	674	33700000	domain	950000
chr2	675	33700000	677	33850000	boundary	150000
chr2	678	33850000	686	34300000	domain	450000
chr2	687	34300000	712	35600000	domain	1300000
chr2	713	35600000	731	36550000	domain	950000
chr2	732	36550000	738	36900000	domain	350000
chr2	739	36900000	752	37600000	domain	700000
chr2	753	37600000	763	38150000	domain	550000
chr2	764	38150000	770	38500000	domain	350000
chr2	771	38500000	782	39100000	domain	600000
chr2	783	39100000	790	39500000	domain	400000
chr2	791	39500000	801	40050000	domain	550000
chr2	802	40050000	809	40450000	domain	400000
chr2	810	40450000	816	40800000	domain	350000
chr2	817	40800000	832	41600000	domain	800000
chr2	833	41600000	841	42050000	domain	450000
chr2	842	42050000	847	42350000	domain	300000
chr2	848	42350000	852	42600000	domain	250000
chr2	853	42600000	861	43050000	domain	450000
chr2	862	43050000	869	43450000	domain	400000
chr2	870	43450000	876	43800000	domain	350000
chr2	877	43800000	885	44250000	domain	450000
chr2	886	44250000	892	44600000	domain	350000
chr2	893	44600000	904	45200000	domain	600000
chr2	905	45200000	916	45800000	domain	600000
chr2	917	45800000	924	46200000	domain	400000
chr2	925	46200000	932	46600000	domain	400000
chr2	933	46600000	943	47150000	domain	550000
chr2	944	47150000	951	47550000	domain	400000
chr2	952	47550000	953	47650000	boundary	100000
chr2	954	47650000	960	48000000	domain	350000
chr2	961	48000000	977	48850000	domain	850000
chr2	978	48850000	983	49150000	domain	300000
chr2	984	49150000	1015	50750000	domain	1600000
chr2	1016	50750000	1080	54000000	domain	3250000
chr2	1081	54000000	1084	54200000	domain	200000
chr2	1085	54200000	1094	54700000	domain	500000
chr2	1095	54700000	1099	54950000	domain	250000
chr2	1100	54950000	1102	55100000	domain	150000
chr2	1103	55100000	1109	55450000	domain	350000
chr2	1110	55450000	1117	55850000	domain	400000
chr2	1118	55850000	1128	56400000	domain	550000
chr2	1129	56400000	1141	57050000	domain	650000
chr2	1142	57050000	1158	57900000	domain	850000
chr2	1159	57900000	1170	58500000	domain	600000
chr2	1171	58500000	1218	60900000	domain	2400000
chr2	1219	60900000	1226	61300000	domain	400000
chr2	1227	61300000	1235	61750000	domain	450000
chr2	1236	61750000	1242	62100000	domain	350000
chr2	1243	62100000	1253	62650000	domain	550000
chr2	1254	62650000	1260	63000000	domain	350000
chr2	1261	63000000	1276	63800000	domain	800000
chr2	1277	63800000	1284	64200000	domain	400000
chr2	1285	64200000	1291	64550000	domain	350000
chr2	1292	64550000	1296	64800000	domain	250000
chr2	1297	64800000	1302	65100000	domain	300000
chr2	1303	65100000	1309	65450000	domain	350000
chr2	1310	65450000	1317	65850000	domain	400000
chr2	1318	65850000	1332	66600000	domain	750000
chr2	1333	66600000	1366	68300000	domain	1700000
chr2	1367	68300000	1373	68650000	domain	350000
chr2	1374	68650000	1379	68950000	domain	300000
chr2	1380	68950000	1384	69200000	domain	250000
chr2	1385	69200000	1391	69550000	domain	350000
chr2	1392	69550000	1402	70100000	domain	550000
chr2	1403	70100000	1410	70500000	domain	400000
chr2	1411	70500000	1425	71250000	domain	750000
chr2	1426	71250000	1435	71750000	domain	500000
chr2	1436	71750000	1441	72050000	domain	300000
chr2	1442	72050000	1448	72400000	domain	350000
chr2	1449	72400000	1460	73000000	domain	600000
chr2	1461	73000000	1462	73100000	boundary	100000
chr2	1463	73100000	1470	73500000	domain	400000
chr2	1471	73500000	1478	73900000	domain	400000
chr2	1479	73900000	1493	74650000	domain	750000
chr2	1494	74650000	1496	74800000	boundary	150000
chr2	1497	74800000	1504	75200000	domain	400000
chr2	1505	75200000	1513	75650000	domain	450000
chr2	1514	75650000	1519	75950000	domain	300000
chr2	1520	75950000	1585	79250000	domain	3300000
chr2	1586	79250000	1670	83500000	domain	4250000
chr2	1671	83500000	1682	84100000	domain	600000
chr2	1683	84100000	1691	84550000	domain	450000
chr2	1692	84550000	1703	85150000	domain	600000
chr2	1704	85150000	1711	85550000	domain	400000
chr2	1712	85550000	1717	85850000	domain	300000
chr2	1718	85850000	1728	86400000	domain	550000
chr2	1729	86400000	1733	86650000	domain	250000
chr2	1734	86650000	1740	87000000	domain	350000
chr2	1741	87000000	1743	87150000	domain	150000
chr2	1744	87150000	1745	87250000	gap	100000
chr2	1746	87250000	1752	87600000	domain	350000
chr2	1753	87600000	1764	88200000	gap	600000
chr2	1765	88200000	1767	88350000	domain	150000
chr2	1768	88350000	1770	88500000	domain	150000
chr2	1771	88500000	1777	88850000	domain	350000
chr2	1778	88850000	1780	89000000	domain	150000
chr2	1781	89000000	1791	89550000	domain	550000
chr2	1792	89550000	1800	90000000	gap	450000
chr2	1801	90000000	1806	90300000	domain	300000
chr2	1807	90300000	1835	91750000	gap	1450000
chr2	1836	91750000	1846	92300000	domain	550000
chr2	1847	92300000	1906	95300000	gap	3000000
chr2	1907	95300000	1913	95650000	domain	350000
chr2	1914	95650000	1922	96100000	domain	450000
chr2	1923	96100000	1929	96450000	domain	350000
chr2	1930	96450000	1933	96650000	domain	200000
chr2	1934	96650000	1941	97050000	domain	400000
chr2	1942	97050000	1944	97200000	domain	150000
chr2	1945	97200000	1956	97800000	domain	600000
chr2	1957	97800000	1958	97900000	domain	100000
chr2	1959	97900000	1960	98000000	gap	100000
chr2	1961	98000000	1963	98150000	domain	150000
chr2	1964	98150000	1967	98350000	domain	200000
chr2	1968	98350000	1980	99000000	domain	650000
chr2	1981	99000000	1984	99200000	domain	200000
chr2	1985	99200000	1995	99750000	domain	550000
chr2	1996	99750000	2003	100150000	domain	400000
chr2	2004	100150000	2018	100900000	domain	750000
chr2	2019	100900000	2021	101050000	boundary	150000
chr2	2022	101050000	2024	101200000	boundary	150000
chr2	2025	101200000	2032	101600000	domain	400000
chr2	2033	101600000	2038	101900000	domain	300000
chr2	2039	101900000	2050	102500000	domain	600000
chr2	2051	102500000	2062	103100000	domain	600000
chr2	2063	103100000	2069	103450000	domain	350000
chr2	2070	103450000	2109	105450000	domain	2000000
chr2	2110	105450000	2117	105850000	domain	400000
chr2	2118	105850000	2124	106200000	domain	350000
chr2	2125	106200000	2134	106700000	domain	500000
chr2	2135	106700000	2144	107200000	domain	500000
chr2	2145	107200000	2176	108800000	domain	1600000
chr2	2177	108800000	2184	109200000	domain	400000
chr2	2185	109200000	2189	109450000	boundary	250000
chr2	2190	109450000	2194	109700000	domain	250000
chr2	2195	109700000	2203	110150000	domain	450000
chr2	2204	110150000	2205	110250000	gap	100000
chr2	2206	110250000	2210	110500000	domain	250000
chr2	2211	110500000	2227	111350000	gap	850000
chr2	2228	111350000	2237	111850000	domain	500000
chr2	2238	111850000	2241	112050000	domain	200000
chr2	2242	112050000	2243	112150000	gap	100000
chr2	2244	112150000	2250	112500000	domain	350000
chr2	2251	112500000	2257	112850000	domain	350000
chr2	2258	112850000	2266	113300000	domain	450000
chr2	2267	113300000	2270	113500000	domain	200000
chr2	2271	113500000	2275	113750000	domain	250000
chr2	2276	113750000	2284	114200000	domain	450000
chr2	2285	114200000	2286	114300000	boundary	100000
chr2	2287	114300000	2295	114750000	domain	450000
chr2	2296	114750000	2371	118550000	domain	3800000
chr2	2372	118550000	2376	118800000	domain	250000
chr2	2377	118800000	2379	118950000	domain	150000
chr2	2380	118950000	2393	119650000	domain	700000
chr2	2394	119650000	2402	120100000	domain	450000
chr2	2403	120100000	2405	120250000	boundary	150000
chr2	2406	120250000	2408	120400000	boundary	150000
chr2	2409	120400000	2422	121100000	domain	700000
chr2	2423	121100000	2429	121450000	domain	350000
chr2	2430	121450000	2437	121850000	domain	400000
chr2	2438	121850000	2442	122100000	domain	250000
chr2	2443	122100000	2451	122550000	domain	450000
chr2	2452	122550000	2556	127800000	domain	5250000
chr2	2557	127800000	2565	128250000	domain	450000
chr2	2566	128250000	2572	128600000	domain	350000
chr2	2573	128600000	2576	128800000	domain	200000
chr2	2577	128800000	2580	129000000	boundary	200000
chr2	2581	129000000	2591	129550000	domain	550000
chr2	2592	129550000	2612	130600000	domain	1050000
chr2	2613	130600000	2614	130700000	boundary	100000
chr2	2615	130700000	2624	131200000	domain	500000
chr2	2625	131200000	2629	131450000	gap	250000
chr2	2630	131450000	2637	131850000	domain	400000
chr2	2638	131850000	2644	132200000	domain	350000
chr2	2645	132200000	2659	132950000	domain	750000
chr2	2660	132950000	2693	134650000	domain	1700000
chr2	2694	134650000	2697	134850000	domain	200000
chr2	2698	134850000	2704	135200000	domain	350000
chr2	2705	135200000	2714	135700000	domain	500000
chr2	2715	135700000	2732	136600000	domain	900000
chr2	2733	136600000	2744	137200000	domain	600000
chr2	2745	137200000	2751	137550000	domain	350000
chr2	2752	137550000	2772	138600000	domain	1050000
chr2	2773	138600000	2792	139600000	domain	1000000
chr2	2793	139600000	2810	140500000	domain	900000
chr2	2811	140500000	2868	143400000	domain	2900000
chr2	2869	143400000	2875	143750000	domain	350000
chr2	2876	143750000	2881	144050000	domain	300000
chr2	2882	144050000	2906	145300000	domain	1250000
chr2	2907	145300000	2949	147450000	domain	2150000
chr2	2950	147450000	2957	147850000	domain	400000
chr2	2958	147850000	2974	148700000	domain	850000
chr2	2975	148700000	2985	149250000	domain	550000
chr2	2986	149250000	2997	149850000	domain	600000
chr2	2998	149850000	3009	150450000	domain	600000
chr2	3010	150450000	3027	151350000	domain	900000
chr2	3028	151350000	3042	152100000	domain	750000
chr2	3043	152100000	3047	152350000	domain	250000
chr2	3048	152350000	3058	152900000	domain	550000
chr2	3059	152900000	3072	153600000	domain	700000
chr2	3073	153600000	3105	155250000	domain	1650000
chr2	3106	155250000	3124	156200000	domain	950000
chr2	3125	156200000	3143	157150000	domain	950000
chr2	3144	157150000	3149	157450000	domain	300000
chr2	3150	157450000	3162	158100000	domain	650000
chr2	3163	158100000	3170	158500000	domain	400000
chr2	3171	158500000	3178	158900000	domain	400000
chr2	3179	158900000	3186	159300000	domain	400000
chr2	3187	159300000	3194	159700000	domain	400000
chr2	3195	159700000	3202	160100000	domain	400000
chr2	3203	160100000	3212	160600000	domain	500000
chr2	3213	160600000	3217	160850000	domain	250000
chr2	3218	160850000	3237	161850000	domain	1000000
chr2	3238	161850000	3246	162300000	domain	450000
chr2	3247	162300000	3264	163200000	domain	900000
chr2	3265	163200000	3280	164000000	domain	800000
chr2	3281	164000000	3298	164900000	domain	900000
chr2	3299	164900000	3307	165350000	domain	450000
chr2	3308	165350000	3317	165850000	domain	500000
chr2	3318	165850000	3323	166150000	domain	300000
chr2	3324	166150000	3334	166700000	domain	550000
chr2	3335	166700000	3348	167400000	domain	700000
chr2	3349	167400000	3376	168800000	domain	1400000
chr2	3377	168800000	3383	169150000	domain	350000
chr2	3384	169150000	3396	169800000	domain	650000
chr2	3397	169800000	3406	170300000	domain	500000
chr2	3407	170300000	3416	170800000	domain	500000
chr2	3417	170800000	3424	171200000	domain	400000
chr2	3425	171200000	3435	171750000	domain	550000
chr2	3436	171750000	3448	172400000	domain	650000
chr2	3449	172400000	3460	173000000	domain	600000
chr2	3461	173000000	3467	173350000	domain	350000
chr2	3468	173350000	3472	173600000	domain	250000
chr2	3473	173600000	3485	174250000	domain	650000
chr2	3486	174250000	3495	174750000	domain	500000
chr2	3496	174750000	3505	175250000	domain	500000
chr2	3506	175250000	3511	175550000	domain	300000
chr2	3512	175550000	3518	175900000	domain	350000
chr2	3519	175900000	3521	176050000	domain	150000
chr2	3522	176050000	3524	176200000	boundary	150000
chr2	3525	176200000	3540	177000000	domain	800000
chr2	3541	177000000	3551	177550000	domain	550000
chr2	3552	177550000	3560	178000000	domain	450000
chr2	3561	178000000	3573	178650000	domain	650000
chr2	3574	178650000	3590	179500000	domain	850000
chr2	3591	179500000	3613	180650000	domain	1150000
chr2	3614	180650000	3619	180950000	domain	300000
chr2	3620	180950000	3639	181950000	domain	1000000
chr2	3640	181950000	3652	182600000	domain	650000
chr2	3653	182600000	3660	183000000	domain	400000
chr2	3661	183000000	3671	183550000	domain	550000
chr2	3672	183550000	3682	184100000	domain	550000
chr2	3683	184100000	3709	185450000	domain	1350000
chr2	3710	185450000	3747	187350000	domain	1900000
chr2	3748	187350000	3754	187700000	domain	350000
chr2	3755	187700000	3767	188350000	domain	650000
chr2	3768	188350000	3769	188450000	boundary	100000
chr2	3770	188450000	3775	188750000	domain	300000
chr2	3776	188750000	3788	189400000	domain	650000
chr2	3789	189400000	3797	189850000	domain	450000
chr2	3798	189850000	3806	190300000	domain	450000
chr2	3807	190300000	3810	190500000	domain	200000
chr2	3811	190500000	3819	190950000	domain	450000
chr2	3820	190950000	3825	191250000	domain	300000
chr2	3826	191250000	3834	191700000	domain	450000
chr2	3835	191700000	3838	191900000	domain	200000
chr2	3839	191900000	3848	192400000	domain	500000
chr2	3849	192400000	3854	192700000	domain	300000
chr2	3855	192700000	3861	193050000	domain	350000
chr2	3862	193050000	3897	194850000	domain	1800000
chr2	3898	194850000	3908	195400000	domain	550000
chr2	3909	195400000	3915	195750000	domain	350000
chr2	3916	195750000	3924	196200000	domain	450000
chr2	3925	196200000	3938	196900000	domain	700000
chr2	3939	196900000	3947	197350000	domain	450000
chr2	3948	197350000	3953	197650000	domain	300000
chr2	3954	197650000	3965	198250000	domain	600000
chr2	3966	198250000	3973	198650000	domain	400000
chr2	3974	198650000	3984	199200000	domain	550000
chr2	3985	199200000	4015	200750000	domain	1550000
chr2	4016	200750000	4027	201350000	domain	600000
chr2	4028	201350000	4035	201750000	domain	400000
chr2	4036	201750000	4042	202100000	domain	350000
chr2	4043	202100000	4050	202500000	domain	400000
chr2	4051	202500000	4053	202650000	boundary	150000
chr2	4054	202650000	4062	203100000	domain	450000
chr2	4063	203100000	4069	203450000	domain	350000
chr2	4070	203450000	4081	204050000	domain	600000
chr2	4082	204050000	4087	204350000	domain	300000
chr2	4088	204350000	4096	204800000	domain	450000
chr2	4097	204800000	4104	205200000	domain	400000
chr2	4105	205200000	4131	206550000	domain	1350000
chr2	4132	206550000	4137	206850000	domain	300000
chr2	4138	206850000	4140	207000000	boundary	150000
chr2	4141	207000000	4151	207550000	domain	550000
chr2	4152	207550000	4153	207650000	domain	100000
chr2	4154	207650000	4167	208350000	domain	700000
chr2	4168	208350000	4172	208600000	domain	250000
chr2	4173	208600000	4185	209250000	domain	650000
chr2	4186	209250000	4203	210150000	domain	900000
chr2	4204	210150000	4211	210550000	domain	400000
chr2	4212	210550000	4216	210800000	domain	250000
chr2	4217	210800000	4222	211100000	domain	300000
chr2	4223	211100000	4226	211300000	boundary	200000
chr2	4227	211300000	4241	212050000	domain	750000
chr2	4242	212050000	4252	212600000	domain	550000
chr2	4253	212600000	4270	213500000	domain	900000
chr2	4271	213500000	4282	214100000	domain	600000
chr2	4283	214100000	4293	214650000	domain	550000
chr2	4294	214650000	4309	215450000	domain	800000
chr2	4310	215450000	4316	215800000	domain	350000
chr2	4317	215800000	4323	216150000	domain	350000
chr2	4324	216150000	4336	216800000	domain	650000
chr2	4337	216800000	4339	216950000	boundary	150000
chr2	4340	216950000	4348	217400000	domain	450000
chr2	4349	217400000	4351	217550000	boundary	150000
chr2	4352	217550000	4367	218350000	domain	800000
chr2	4368	218350000	4372	218600000	domain	250000
chr2	4373	218600000	4381	219050000	domain	450000
chr2	4382	219050000	4391	219550000	domain	500000
chr2	4392	219550000	4395	219750000	boundary	200000
chr2	4396	219750000	4405	220250000	domain	500000
chr2	4406	220250000	4411	220550000	domain	300000
chr2	4412	220550000	4449	222450000	domain	1900000
chr2	4450	222450000	4457	222850000	domain	400000
chr2	4458	222850000	4470	223500000	domain	650000
chr2	4471	223500000	4477	223850000	domain	350000
chr2	4478	223850000	4491	224550000	domain	700000
chr2	4492	224550000	4497	224850000	domain	300000
chr2	4498	224850000	4504	225200000	domain	350000
chr2	4505	225200000	4512	225600000	domain	400000
chr2	4513	225600000	4519	225950000	domain	350000
chr2	4520	225950000	4530	226500000	domain	550000
chr2	4531	226500000	4554	227700000	domain	1200000
chr2	4555	227700000	4563	228150000	domain	450000
chr2	4564	228150000	4576	228800000	domain	650000
chr2	4577	228800000	4612	230600000	domain	1800000
chr2	4613	230600000	4617	230850000	domain	250000
chr2	4618	230850000	4630	231500000	domain	650000
chr2	4631	231500000	4634	231700000	domain	200000
chr2	4635	231700000	4638	231900000	domain	200000
chr2	4639	231900000	4647	232350000	domain	450000
chr2	4648	232350000	4654	232700000	domain	350000
chr2	4655	232700000	4664	233200000	domain	500000
chr2	4665	233200000	4668	233400000	boundary	200000
chr2	4669	233400000	4674	233700000	domain	300000
chr2	4675	233700000	4684	234200000	domain	500000
chr2	4685	234200000	4696	234800000	domain	600000
chr2	4697	234800000	4709	235450000	domain	650000
chr2	4710	235450000	4721	236050000	domain	600000
chr2	4722	236050000	4733	236650000	domain	600000
chr2	4734	236650000	4744	237200000	domain	550000
chr2	4745	237200000	4760	238000000	domain	800000
chr2	4761	238000000	4768	238400000	domain	400000
chr2	4769	238400000	4774	238700000	domain	300000
chr2	4775	238700000	4784	239200000	domain	500000
chr2	4785	239200000	4788	239400000	boundary	200000
chr2	4789	239400000	4794	239700000	domain	300000
chr2	4795	239700000	4799	239950000	domain	250000
chr2	4800	239950000	4807	240350000	domain	400000
chr2	4808	240350000	4819	240950000	domain	600000
chr2	4820	240950000	4822	241100000	boundary	150000
chr2	4823	241100000	4828	241400000	domain	300000
chr2	4829	241400000	4835	241750000	domain	350000
chr2	4836	241750000	4843	242150000	domain	400000
chr2	4844	242150000	4846	242300000	boundary	150000
chr2	4847	242300000	4857	242850000	domain	550000
chr2	4858	242850000	4861	243050000	domain	200000
chr2	4862	243050000	4864	243200000	gap	150000
