chr	from.id	from.coord	to.id	to.coord	tag	size
chr2	552	27550000	559	27950000	domain	400000
chr2	560	27950000	574	28700000	domain	750000
chr2	575	28700000	581	29050000	domain	350000
chr2	582	29050000	583	29150000	boundary	100000
chr2	584	29150000	590	29500000	domain	350000
chr2	591	29500000	607	30350000	domain	850000
chr2	608	30350000	619	30950000	domain	600000
chr2	620	30950000	632	31600000	domain	650000
chr2	633	31600000	641	32050000	domain	450000
chr2	642	32050000	652	32600000	domain	550000
chr2	653	32600000	658	32900000	boundary	300000
chr2	659	32900000	660	33000000	boundary	100000
chr2	661	33000000	672	33600000	domain	600000
chr2	673	33600000	677	33850000	domain	250000
chr2	678	33850000	686	34300000	domain	450000
chr2	687	34300000	701	35050000	domain	750000
chr2	702	35050000	713	35650000	domain	600000
chr2	714	35650000	722	36100000	domain	450000
chr2	723	36100000	731	36550000	domain	450000
chr2	732	36550000	740	37000000	domain	450000
chr2	741	37000000	752	37600000	domain	600000
chr2	753	37600000	762	38100000	domain	500000
chr2	763	38100000	770	38500000	domain	400000
chr2	771	38500000	775	38750000	domain	250000
chr2	776	38750000	782	39100000	domain	350000
chr2	783	39100000	790	39500000	domain	400000
chr2	791	39500000	801	40050000	domain	550000
chr2	802	40050000	816	40800000	domain	750000
chr2	817	40800000	830	41500000	domain	700000
chr2	831	41500000	832	41600000	domain	100000
chr2	833	41600000	841	42050000	domain	450000
chr2	842	42050000	852	42600000	domain	550000
chr2	853	42600000	861	43050000	domain	450000
chr2	862	43050000	869	43450000	domain	400000
chr2	870	43450000	877	43850000	domain	400000
chr2	878	43850000	882	44100000	domain	250000
chr2	883	44100000	885	44250000	boundary	150000
chr2	886	44250000	892	44600000	domain	350000
chr2	893	44600000	904	45200000	domain	600000
chr2	905	45200000	916	45800000	domain	600000
chr2	917	45800000	924	46200000	domain	400000
chr2	925	46200000	933	46650000	domain	450000
chr2	934	46650000	943	47150000	domain	500000
chr2	944	47150000	953	47650000	domain	500000
chr2	954	47650000	960	48000000	domain	350000
chr2	961	48000000	967	48350000	domain	350000
chr2	968	48350000	975	48750000	domain	400000
chr2	976	48750000	983	49150000	domain	400000
chr2	984	49150000	997	49850000	domain	700000
chr2	998	49850000	1008	50400000	domain	550000
chr2	1009	50400000	1015	50750000	domain	350000
chr2	1016	50750000	1026	51300000	domain	550000
chr2	1027	51300000	1059	52950000	domain	1650000
chr2	1060	52950000	1066	53300000	domain	350000
chr2	1067	53300000	1080	54000000	domain	700000
chr2	1081	54000000	1084	54200000	domain	200000
chr2	1085	54200000	1094	54700000	domain	500000
chr2	1095	54700000	1099	54950000	domain	250000
chr2	1100	54950000	1109	55450000	domain	500000
chr2	1110	55450000	1118	55900000	domain	450000
chr2	1119	55900000	1128	56400000	domain	500000
chr2	1129	56400000	1140	57000000	domain	600000
chr2	1141	57000000	1155	57750000	domain	750000
chr2	1156	57750000	1159	57950000	boundary	200000
chr2	1160	57950000	1170	58500000	domain	550000
chr2	1171	58500000	1218	60900000	domain	2400000
chr2	1219	60900000	1228	61400000	domain	500000
chr2	1229	61400000	1235	61750000	domain	350000
chr2	1236	61750000	1242	62100000	domain	350000
chr2	1243	62100000	1253	62650000	domain	550000
chr2	1254	62650000	1261	63050000	domain	400000
chr2	1262	63050000	1266	63300000	domain	250000
chr2	1267	63300000	1276	63800000	domain	500000
chr2	1277	63800000	1285	64250000	domain	450000
chr2	1286	64250000	1291	64550000	domain	300000
chr2	1292	64550000	1295	64750000	domain	200000
chr2	1296	64750000	1302	65100000	domain	350000
chr2	1303	65100000	1306	65300000	boundary	200000
chr2	1307	65300000	1309	65450000	domain	150000
chr2	1310	65450000	1317	65850000	domain	400000
chr2	1318	65850000	1332	66600000	domain	750000
chr2	1333	66600000	1365	68250000	domain	1650000
chr2	1366	68250000	1374	68700000	domain	450000
chr2	1375	68700000	1384	69200000	domain	500000
chr2	1385	69200000	1391	69550000	domain	350000
chr2	1392	69550000	1402	70100000	domain	550000
chr2	1403	70100000	1411	70550000	domain	450000
chr2	1412	70550000	1418	70900000	domain	350000
chr2	1419	70900000	1424	71200000	domain	300000
chr2	1425	71200000	1435	71750000	domain	550000
chr2	1436	71750000	1459	72950000	domain	1200000
chr2	1460	72950000	1462	73100000	domain	150000
chr2	1463	73100000	1469	73450000	domain	350000
chr2	1470	73450000	1479	73950000	domain	500000
chr2	1480	73950000	1489	74450000	domain	500000
chr2	1490	74450000	1493	74650000	domain	200000
chr2	1494	74650000	1497	74850000	domain	200000
chr2	1498	74850000	1503	75150000	domain	300000
chr2	1504	75150000	1518	75900000	domain	750000
chr2	1519	75900000	1528	76400000	domain	500000
chr2	1529	76400000	1537	76850000	domain	450000
chr2	1538	76850000	1543	77150000	domain	300000
chr2	1544	77150000	1556	77800000	domain	650000
chr2	1557	77800000	1577	78850000	domain	1050000
chr2	1578	78850000	1585	79250000	domain	400000
chr2	1586	79250000	1604	80200000	domain	950000
chr2	1605	80200000	1610	80500000	domain	300000
chr2	1611	80500000	1618	80900000	domain	400000
chr2	1619	80900000	1632	81600000	domain	700000
chr2	1633	81600000	1658	82900000	domain	1300000
chr2	1659	82900000	1692	84600000	domain	1700000
chr2	1693	84600000	1702	85100000	domain	500000
chr2	1703	85100000	1705	85250000	boundary	150000
chr2	1706	85250000	1711	85550000	domain	300000
chr2	1712	85550000	1717	85850000	domain	300000
chr2	1718	85850000	1728	86400000	domain	550000
chr2	1729	86400000	1733	86650000	domain	250000
chr2	1734	86650000	1740	87000000	domain	350000
chr2	1741	87000000	1769	88450000	domain	1450000
chr2	1770	88450000	1777	88850000	domain	400000
chr2	1778	88850000	1783	89150000	domain	300000
chr2	1784	89150000	1793	89650000	domain	500000
chr2	1794	89650000	1796	89800000	gap	150000
chr2	1797	89800000	1798	89900000	domain	100000
chr2	1799	89900000	1810	90500000	domain	600000
chr2	1811	90500000	1831	91550000	gap	1050000
chr2	1832	91550000	1847	92350000	domain	800000
chr2	1848	92350000	1906	95300000	gap	2950000
chr2	1907	95300000	1910	95500000	domain	200000
chr2	1911	95500000	1913	95650000	boundary	150000
chr2	1914	95650000	1920	96000000	domain	350000
chr2	1921	96000000	1929	96450000	domain	450000
chr2	1930	96450000	1931	96550000	boundary	100000
chr2	1932	96550000	1941	97050000	domain	500000
chr2	1942	97050000	1944	97200000	domain	150000
chr2	1945	97200000	1950	97500000	domain	300000
chr2	1951	97500000	1957	97850000	domain	350000
chr2	1958	97850000	1958	97900000	domain	50000
chr2	1959	97900000	1960	98000000	gap	100000
chr2	1961	98000000	1964	98200000	domain	200000
chr2	1965	98200000	1967	98350000	domain	150000
chr2	1968	98350000	1980	99000000	domain	650000
chr2	1981	99000000	1984	99200000	domain	200000
chr2	1985	99200000	1995	99750000	domain	550000
chr2	1996	99750000	2003	100150000	domain	400000
chr2	2004	100150000	2017	100850000	domain	700000
chr2	2018	100850000	2024	101200000	domain	350000
chr2	2025	101200000	2032	101600000	domain	400000
chr2	2033	101600000	2039	101950000	domain	350000
chr2	2040	101950000	2050	102500000	domain	550000
chr2	2051	102500000	2062	103100000	domain	600000
chr2	2063	103100000	2069	103450000	domain	350000
chr2	2070	103450000	2091	104550000	domain	1100000
chr2	2092	104550000	2110	105500000	domain	950000
chr2	2111	105500000	2119	105950000	domain	450000
chr2	2120	105950000	2125	106250000	domain	300000
chr2	2126	106250000	2134	106700000	domain	450000
chr2	2135	106700000	2144	107200000	domain	500000
chr2	2145	107200000	2169	108450000	domain	1250000
chr2	2170	108450000	2177	108850000	domain	400000
chr2	2178	108850000	2190	109500000	domain	650000
chr2	2191	109500000	2203	110150000	domain	650000
chr2	2204	110150000	2205	110250000	gap	100000
chr2	2206	110250000	2211	110550000	domain	300000
chr2	2212	110550000	2216	110800000	gap	250000
chr2	2217	110800000	2221	111050000	domain	250000
chr2	2222	111050000	2227	111350000	gap	300000
chr2	2228	111350000	2237	111850000	domain	500000
chr2	2238	111850000	2244	112200000	domain	350000
chr2	2245	112200000	2250	112500000	domain	300000
chr2	2251	112500000	2256	112800000	domain	300000
chr2	2257	112800000	2267	113350000	domain	550000
chr2	2268	113350000	2275	113750000	domain	400000
chr2	2276	113750000	2284	114200000	domain	450000
chr2	2285	114200000	2295	114750000	domain	550000
chr2	2296	114750000	2309	115450000	domain	700000
chr2	2310	115450000	2313	115650000	domain	200000
chr2	2314	115650000	2371	118550000	domain	2900000
chr2	2372	118550000	2375	118750000	domain	200000
chr2	2376	118750000	2379	118950000	domain	200000
chr2	2380	118950000	2392	119600000	domain	650000
chr2	2393	119600000	2405	120250000	domain	650000
chr2	2406	120250000	2409	120450000	domain	200000
chr2	2410	120450000	2419	120950000	domain	500000
chr2	2420	120950000	2422	121100000	domain	150000
chr2	2423	121100000	2437	121850000	domain	750000
chr2	2438	121850000	2442	122100000	domain	250000
chr2	2443	122100000	2451	122550000	domain	450000
chr2	2452	122550000	2495	124750000	domain	2200000
chr2	2496	124750000	2511	125550000	domain	800000
chr2	2512	125550000	2531	126550000	domain	1000000
chr2	2532	126550000	2540	127000000	domain	450000
chr2	2541	127000000	2551	127550000	domain	550000
chr2	2552	127550000	2556	127800000	domain	250000
chr2	2557	127800000	2566	128300000	domain	500000
chr2	2567	128300000	2569	128450000	boundary	150000
chr2	2570	128450000	2573	128650000	domain	200000
chr2	2574	128650000	2582	129100000	domain	450000
chr2	2583	129100000	2590	129500000	domain	400000
chr2	2591	129500000	2617	130850000	domain	1350000
chr2	2618	130850000	2637	131850000	domain	1000000
chr2	2638	131850000	2644	132200000	domain	350000
chr2	2645	132200000	2651	132550000	domain	350000
chr2	2652	132550000	2666	133300000	domain	750000
chr2	2667	133300000	2679	133950000	domain	650000
chr2	2680	133950000	2692	134600000	domain	650000
chr2	2693	134600000	2704	135200000	domain	600000
chr2	2705	135200000	2714	135700000	domain	500000
chr2	2715	135700000	2732	136600000	domain	900000
chr2	2733	136600000	2743	137150000	domain	550000
chr2	2744	137150000	2763	138150000	domain	1000000
chr2	2764	138150000	2772	138600000	domain	450000
chr2	2773	138600000	2792	139600000	domain	1000000
chr2	2793	139600000	2824	141200000	domain	1600000
chr2	2825	141200000	2835	141750000	domain	550000
chr2	2836	141750000	2848	142400000	domain	650000
chr2	2849	142400000	2858	142900000	domain	500000
chr2	2859	142900000	2868	143400000	domain	500000
chr2	2869	143400000	2876	143800000	domain	400000
chr2	2877	143800000	2906	145300000	domain	1500000
chr2	2907	145300000	2931	146550000	domain	1250000
chr2	2932	146550000	2949	147450000	domain	900000
chr2	2950	147450000	2956	147800000	domain	350000
chr2	2957	147800000	2963	148150000	domain	350000
chr2	2964	148150000	2974	148700000	domain	550000
chr2	2975	148700000	2985	149250000	domain	550000
chr2	2986	149250000	2997	149850000	domain	600000
chr2	2998	149850000	3009	150450000	domain	600000
chr2	3010	150450000	3042	152100000	domain	1650000
chr2	3043	152100000	3047	152350000	domain	250000
chr2	3048	152350000	3058	152900000	domain	550000
chr2	3059	152900000	3072	153600000	domain	700000
chr2	3073	153600000	3088	154400000	domain	800000
chr2	3089	154400000	3105	155250000	domain	850000
chr2	3106	155250000	3124	156200000	domain	950000
chr2	3125	156200000	3135	156750000	domain	550000
chr2	3136	156750000	3143	157150000	domain	400000
chr2	3144	157150000	3149	157450000	domain	300000
chr2	3150	157450000	3162	158100000	domain	650000
chr2	3163	158100000	3178	158900000	domain	800000
chr2	3179	158900000	3186	159300000	domain	400000
chr2	3187	159300000	3193	159650000	domain	350000
chr2	3194	159650000	3201	160050000	domain	400000
chr2	3202	160050000	3212	160600000	domain	550000
chr2	3213	160600000	3217	160850000	domain	250000
chr2	3218	160850000	3224	161200000	domain	350000
chr2	3225	161200000	3237	161850000	domain	650000
chr2	3238	161850000	3246	162300000	domain	450000
chr2	3247	162300000	3256	162800000	domain	500000
chr2	3257	162800000	3261	163050000	domain	250000
chr2	3262	163050000	3264	163200000	domain	150000
chr2	3265	163200000	3274	163700000	domain	500000
chr2	3275	163700000	3280	164000000	domain	300000
chr2	3281	164000000	3299	164950000	domain	950000
chr2	3300	164950000	3308	165400000	domain	450000
chr2	3309	165400000	3317	165850000	domain	450000
chr2	3318	165850000	3324	166200000	domain	350000
chr2	3325	166200000	3336	166800000	domain	600000
chr2	3337	166800000	3341	167050000	domain	250000
chr2	3342	167050000	3348	167400000	boundary	350000
chr2	3349	167400000	3362	168100000	domain	700000
chr2	3363	168100000	3380	169000000	domain	900000
chr2	3381	169000000	3384	169200000	boundary	200000
chr2	3385	169200000	3396	169800000	domain	600000
chr2	3397	169800000	3406	170300000	domain	500000
chr2	3407	170300000	3416	170800000	domain	500000
chr2	3417	170800000	3425	171250000	domain	450000
chr2	3426	171250000	3435	171750000	domain	500000
chr2	3436	171750000	3448	172400000	domain	650000
chr2	3449	172400000	3460	173000000	domain	600000
chr2	3461	173000000	3467	173350000	domain	350000
chr2	3468	173350000	3472	173600000	domain	250000
chr2	3473	173600000	3477	173850000	domain	250000
chr2	3478	173850000	3485	174250000	domain	400000
chr2	3486	174250000	3499	174950000	domain	700000
chr2	3500	174950000	3505	175250000	domain	300000
chr2	3506	175250000	3512	175600000	domain	350000
chr2	3513	175600000	3518	175900000	domain	300000
chr2	3519	175900000	3524	176200000	domain	300000
chr2	3525	176200000	3539	176950000	domain	750000
chr2	3540	176950000	3550	177500000	domain	550000
chr2	3551	177500000	3560	178000000	domain	500000
chr2	3561	178000000	3573	178650000	domain	650000
chr2	3574	178650000	3586	179300000	domain	650000
chr2	3587	179300000	3592	179600000	domain	300000
chr2	3593	179600000	3601	180050000	domain	450000
chr2	3602	180050000	3606	180300000	domain	250000
chr2	3607	180300000	3614	180700000	domain	400000
chr2	3615	180700000	3619	180950000	domain	250000
chr2	3620	180950000	3629	181450000	domain	500000
chr2	3630	181450000	3639	181950000	domain	500000
chr2	3640	181950000	3648	182400000	domain	450000
chr2	3649	182400000	3652	182600000	domain	200000
chr2	3653	182600000	3660	183000000	domain	400000
chr2	3661	183000000	3671	183550000	domain	550000
chr2	3672	183550000	3678	183900000	domain	350000
chr2	3679	183900000	3682	184100000	boundary	200000
chr2	3683	184100000	3702	185100000	domain	1000000
chr2	3703	185100000	3710	185500000	domain	400000
chr2	3711	185500000	3723	186150000	domain	650000
chr2	3724	186150000	3747	187350000	domain	1200000
chr2	3748	187350000	3754	187700000	domain	350000
chr2	3755	187700000	3767	188350000	domain	650000
chr2	3768	188350000	3775	188750000	domain	400000
chr2	3776	188750000	3788	189400000	domain	650000
chr2	3789	189400000	3798	189900000	domain	500000
chr2	3799	189900000	3806	190300000	domain	400000
chr2	3807	190300000	3810	190500000	boundary	200000
chr2	3811	190500000	3819	190950000	domain	450000
chr2	3820	190950000	3825	191250000	domain	300000
chr2	3826	191250000	3834	191700000	domain	450000
chr2	3835	191700000	3838	191900000	boundary	200000
chr2	3839	191900000	3848	192400000	domain	500000
chr2	3849	192400000	3854	192700000	domain	300000
chr2	3855	192700000	3861	193050000	domain	350000
chr2	3862	193050000	3873	193650000	domain	600000
chr2	3874	193650000	3882	194100000	domain	450000
chr2	3883	194100000	3890	194500000	domain	400000
chr2	3891	194500000	3896	194800000	domain	300000
chr2	3897	194800000	3907	195350000	domain	550000
chr2	3908	195350000	3914	195700000	domain	350000
chr2	3915	195700000	3924	196200000	domain	500000
chr2	3925	196200000	3931	196550000	domain	350000
chr2	3932	196550000	3938	196900000	domain	350000
chr2	3939	196900000	3950	197500000	domain	600000
chr2	3951	197500000	3953	197650000	boundary	150000
chr2	3954	197650000	3958	197900000	domain	250000
chr2	3959	197900000	3965	198250000	domain	350000
chr2	3966	198250000	3973	198650000	domain	400000
chr2	3974	198650000	3983	199150000	domain	500000
chr2	3984	199150000	3991	199550000	domain	400000
chr2	3992	199550000	4007	200350000	domain	800000
chr2	4008	200350000	4017	200850000	domain	500000
chr2	4018	200850000	4027	201350000	domain	500000
chr2	4028	201350000	4034	201700000	domain	350000
chr2	4035	201700000	4042	202100000	domain	400000
chr2	4043	202100000	4053	202650000	domain	550000
chr2	4054	202650000	4062	203100000	domain	450000
chr2	4063	203100000	4068	203400000	domain	300000
chr2	4069	203400000	4075	203750000	domain	350000
chr2	4076	203750000	4081	204050000	domain	300000
chr2	4082	204050000	4087	204350000	domain	300000
chr2	4088	204350000	4095	204750000	domain	400000
chr2	4096	204750000	4102	205100000	domain	350000
chr2	4103	205100000	4112	205600000	domain	500000
chr2	4113	205600000	4137	206850000	domain	1250000
chr2	4138	206850000	4151	207550000	domain	700000
chr2	4152	207550000	4167	208350000	domain	800000
chr2	4168	208350000	4172	208600000	domain	250000
chr2	4173	208600000	4185	209250000	domain	650000
chr2	4186	209250000	4203	210150000	domain	900000
chr2	4204	210150000	4209	210450000	domain	300000
chr2	4210	210450000	4216	210800000	domain	350000
chr2	4217	210800000	4222	211100000	domain	300000
chr2	4223	211100000	4240	212000000	domain	900000
chr2	4241	212000000	4252	212600000	domain	600000
chr2	4253	212600000	4260	213000000	domain	400000
chr2	4261	213000000	4269	213450000	domain	450000
chr2	4270	213450000	4282	214100000	domain	650000
chr2	4283	214100000	4296	214800000	domain	700000
chr2	4297	214800000	4324	216200000	domain	1400000
chr2	4325	216200000	4336	216800000	domain	600000
chr2	4337	216800000	4340	217000000	boundary	200000
chr2	4341	217000000	4351	217550000	domain	550000
chr2	4352	217550000	4368	218400000	domain	850000
chr2	4369	218400000	4372	218600000	domain	200000
chr2	4373	218600000	4381	219050000	domain	450000
chr2	4382	219050000	4391	219550000	domain	500000
chr2	4392	219550000	4397	219850000	domain	300000
chr2	4398	219850000	4405	220250000	domain	400000
chr2	4406	220250000	4412	220600000	domain	350000
chr2	4413	220600000	4449	222450000	domain	1850000
chr2	4450	222450000	4457	222850000	domain	400000
chr2	4458	222850000	4463	223150000	domain	300000
chr2	4464	223150000	4470	223500000	domain	350000
chr2	4471	223500000	4477	223850000	domain	350000
chr2	4478	223850000	4491	224550000	domain	700000
chr2	4492	224550000	4497	224850000	domain	300000
chr2	4498	224850000	4504	225200000	domain	350000
chr2	4505	225200000	4513	225650000	domain	450000
chr2	4514	225650000	4519	225950000	domain	300000
chr2	4520	225950000	4531	226550000	domain	600000
chr2	4532	226550000	4558	227900000	domain	1350000
chr2	4559	227900000	4563	228150000	domain	250000
chr2	4564	228150000	4576	228800000	domain	650000
chr2	4577	228800000	4592	229600000	domain	800000
chr2	4593	229600000	4604	230200000	domain	600000
chr2	4605	230200000	4612	230600000	domain	400000
chr2	4613	230600000	4621	231050000	domain	450000
chr2	4622	231050000	4630	231500000	domain	450000
chr2	4631	231500000	4633	231650000	boundary	150000
chr2	4634	231650000	4639	231950000	domain	300000
chr2	4640	231950000	4647	232350000	domain	400000
chr2	4648	232350000	4649	232450000	boundary	100000
chr2	4650	232450000	4654	232700000	domain	250000
chr2	4655	232700000	4664	233200000	domain	500000
chr2	4665	233200000	4668	233400000	boundary	200000
chr2	4669	233400000	4678	233900000	domain	500000
chr2	4679	233900000	4684	234200000	domain	300000
chr2	4685	234200000	4696	234800000	domain	600000
chr2	4697	234800000	4709	235450000	domain	650000
chr2	4710	235450000	4721	236050000	domain	600000
chr2	4722	236050000	4730	236500000	domain	450000
chr2	4731	236500000	4733	236650000	domain	150000
chr2	4734	236650000	4744	237200000	domain	550000
chr2	4745	237200000	4760	238000000	domain	800000
chr2	4761	238000000	4768	238400000	domain	400000
chr2	4769	238400000	4770	238500000	boundary	100000
chr2	4771	238500000	4774	238700000	domain	200000
chr2	4775	238700000	4784	239200000	domain	500000
chr2	4785	239200000	4788	239400000	boundary	200000
chr2	4789	239400000	4799	239950000	domain	550000
chr2	4800	239950000	4808	240400000	domain	450000
chr2	4809	240400000	4819	240950000	domain	550000
chr2	4820	240950000	4822	241100000	domain	150000
chr2	4823	241100000	4828	241400000	domain	300000
chr2	4829	241400000	4836	241800000	domain	400000
chr2	4837	241800000	4843	242150000	domain	350000
chr2	4844	242150000	4846	242300000	domain	150000
chr2	4847	242300000	4851	242550000	domain	250000
chr2	4852	242550000	4857	242850000	domain	300000
chr2	4858	242850000	4862	243100000	domain	250000
chr2	4863	243100000	4864	243200000	gap	100000
